,TIPO,NOMBRE,DIRECCION,DESCRIPCION,LATITUD,LONGITUD
126,Salas espectaculos,Sala Hangar 48,CALLE BAILEN 24.0,AuditoriosSalasConcierto,40.411376122865256,-3.714064363467543
127,Salas espectaculos,Sala Honky Tonk,CALLE COVARRUBIAS 24.0,AuditoriosSalasConcierto,40.43022268747252,-3.6976519453785786
128,Salas espectaculos,Sala Jazzville,CALLE JESUS APRENDIZ 19.0,AuditoriosSalasConcierto,40.40964834979396,-3.6710672285180186
129,Salas espectaculos,Sala Libertad 8,CALLE LIBERTAD 8.0,AuditoriosSalasConcierto,40.42069989726227,-3.6973340734098006
130,Salas espectaculos,Sala Maravillas,CALLE SAN VICENTE FERRER 33.0,AuditoriosSalasConcierto,40.42576766014132,-3.7043188911922034
131,Salas espectaculos,Sala Morocco,CALLE MARQUES DE LEGANES 7.0,AuditoriosSalasConcierto,40.42208944721562,-3.707330170865411
132,Salas espectaculos,Sala Rock Palace,CALLE VARA DE REY 6.0,AuditoriosSalasConcierto,40.402096733788525,-3.6894789064548985
133,Salas espectaculos,Sala Shoko Live,CALLE TOLEDO 86.0,AuditoriosSalasConcierto,40.408711650639454,-3.710591520837748
134,Salas espectaculos,Sala Siroco,CALLE MARQUES DE LEGANES 7.0,AuditoriosSalasConcierto,40.42208944721562,-3.707330170865411
135,Salas espectaculos,Sala Tempo Audiophile Club,CALLE DUQUE DE OSUNA 8.0,AuditoriosSalasConcierto,40.425297538012565,-3.711910103061732
136,Salas espectaculos,Sala Thundercat,CALLE CAMPOAMOR 11.0,AuditoriosSalasConcierto,40.426223842431455,-3.695739772150343
137,Salas espectaculos,Sala Vesta,CALLE BARQUILLO 29.0,AuditoriosSalasConcierto,40.42296190576902,-3.695655945813078
138,Salas espectaculos,Tablao Flamenco Café Ziryab,PASEO ESPERANZA 17.0,Teatros,40.4022488504113,-3.705138659259797
139,Salas espectaculos,Tablao Flamenco Cardamomo,CALLE ECHEGARAY 15.0,Teatros,40.415463057589214,-3.699548238936712
140,Salas espectaculos,Tablao Flamenco Corral de la Morería,CALLE MORERIA 17.0,Teatros,40.412706403145705,-3.7142642886799
141,Salas espectaculos,Tablao Flamenco Corral de la Pacheca,CALLE ALCALA 237.0,Teatros,40.431581087036655,-3.662863216771023
142,Salas espectaculos,Tablao Flamenco Las Carboneras,CALLE CONDE DE MIRANDA 1.0,AuditoriosSalasConcierto,40.41503559352572,-3.70922019117338
143,Salas espectaculos,Tablao Flamenco Torres Bermejas,CALLE MESONERO ROMANOS 11.0,Teatros,40.419885409942566,-3.7041793844860695
144,Salas espectaculos,Teatro Real,PLAZA ISABEL II 1.0,AuditoriosSalasConcierto,40.41776291784375,-3.70918800795985
145,Salas espectaculos,WiZink Center,CALLE JORGE JUAN 99.0,AuditoriosSalasConcierto,40.4232728637422,-3.672100625564379
